,id,drive_time,exp,sce
709,Truck5029,215,2,2
710,Truck5030,215,2,2
711,Truck5031,215,2,2
712,Truck5032,215,2,2
713,Truck5033,215,2,2
714,Truck5034,215,2,2
715,Truck5035,215,2,2
716,Truck5036,215,2,2
717,Truck5037,215,2,2
718,Truck5038,215,2,2
719,Truck5039,215,2,2
720,Truck5040,215,2,2
721,Truck5041,215,2,2
722,Truck5042,215,2,2
723,Truck5043,215,2,2
724,Truck5044,215,2,2
725,Truck5045,215,2,2
726,Truck5046,215,2,2
727,Truck5047,215,2,2
728,Truck5048,215,2,2
729,Truck5049,215,2,2
730,Truck5050,215,2,2
731,Truck5051,215,2,2
732,Truck5052,215,2,2
733,Truck5053,215,2,2
734,Truck5054,215,2,2
735,Truck5055,215,2,2
736,Truck5056,215,2,2
737,Truck5057,215,2,2
738,Truck5058,215,2,2
739,Truck5059,215,2,2
740,Truck5060,215,2,2
741,Truck5061,215,2,2
742,Truck5062,215,2,2
743,Truck5063,215,2,2
744,Truck5064,215,2,2
745,Truck5065,215,2,2
746,Truck5066,215,2,2
747,Truck5067,215,2,2
748,Truck5068,215,2,2
749,Truck5069,215,2,2
750,Truck5070,215,2,2
751,Truck5071,215,2,2
752,Truck5072,215,2,2
753,Truck5073,215,2,2
754,Truck5074,215,2,2
755,Truck5075,215,2,2
756,Truck5076,215,2,2
757,Truck5077,215,2,2
758,Truck5078,215,2,2
759,Truck5079,215,2,2
760,Truck5080,215,2,2
761,Truck5081,215,2,2
762,Truck5082,215,2,2
763,Truck5083,215,2,2
764,Truck5084,215,2,2
765,Truck5085,215,2,2
766,Truck5086,215,2,2
767,Truck5087,215,2,2
768,Truck5088,215,2,2
769,Truck5089,215,2,2
770,Truck5090,215,2,2
771,Truck5091,215,2,2
772,Truck5092,215,2,2
773,Truck5093,215,2,2
774,Truck5094,215,2,2
775,Truck5095,215,2,2
776,Truck5096,215,2,2
777,Truck5097,215,2,2
778,Truck5098,215,2,2
779,Truck5099,215,2,2
780,Truck5100,215,2,2
781,Truck5101,215,2,2
782,Truck5102,215,2,2
783,Truck5103,215,2,2
784,Truck5104,215,2,2
785,Truck5105,215,2,2
786,Truck5106,215,2,2
787,Truck5107,215,2,2
788,Truck5108,215,2,2
789,Truck5109,215,2,2
790,Truck5110,215,2,2
791,Truck5111,215,2,2
792,Truck5112,215,2,2
793,Truck5113,215,2,2
794,Truck5114,215,2,2
795,Truck5115,215,2,2
796,Truck5116,215,2,2
797,Truck5117,215,2,2
798,Truck5118,215,2,2
799,Truck5119,215,2,2
800,Truck5120,215,2,2
801,Truck5121,215,2,2
802,Truck5122,215,2,2
803,Truck5123,215,2,2
804,Truck5124,215,2,2
805,Truck5125,215,2,2
806,Truck5126,215,2,2
807,Truck5127,215,2,2
808,Truck5128,215,2,2
809,Truck5129,215,2,2
810,Truck5130,215,2,2
811,Truck5131,215,2,2
812,Truck5132,215,2,2
813,Truck5133,215,2,2
814,Truck5134,215,2,2
815,Truck5135,215,2,2
816,Truck5136,215,2,2
817,Truck5137,215,2,2
818,Truck5138,215,2,2
819,Truck5139,215,2,2
820,Truck5140,215,2,2
821,Truck5141,215,2,2
822,Truck5142,215,2,2
823,Truck5143,215,2,2
824,Truck5144,215,2,2
825,Truck5145,215,2,2
826,Truck5146,215,2,2
827,Truck5147,215,2,2
828,Truck5148,215,2,2
829,Truck5149,215,2,2
830,Truck5150,215,2,2
831,Truck5151,215,2,2
832,Truck5152,215,2,2
833,Truck5153,215,2,2
834,Truck5154,215,2,2
835,Truck5155,215,2,2
836,Truck5156,215,2,2
837,Truck5157,215,2,2
838,Truck5158,215,2,2
839,Truck5159,215,2,2
840,Truck5160,215,2,2
841,Truck5161,215,2,2
842,Truck5162,215,2,2
843,Truck5163,215,2,2
844,Truck5164,215,2,2
845,Truck5165,215,2,2
846,Truck5166,215,2,2
847,Truck5167,215,2,2
848,Truck5168,215,2,2
849,Truck5169,215,2,2
850,Truck5170,215,2,2
851,Truck5171,215,2,2
852,Truck5172,215,2,2
853,Truck5173,215,2,2
854,Truck5174,215,2,2
855,Truck5175,215,2,2
856,Truck5176,215,2,2
857,Truck5177,215,2,2
858,Truck5178,215,2,2
859,Truck5179,215,2,2
860,Truck5180,215,2,2
861,Truck5181,215,2,2
862,Truck5182,215,2,2
863,Truck5183,215,2,2
864,Truck5184,215,2,2
865,Truck5185,215,2,2
866,Truck5186,215,2,2
867,Truck5187,215,2,2
868,Truck5188,215,2,2
869,Truck5189,215,2,2
870,Truck5190,215,2,2
871,Truck5191,215,2,2
872,Truck5192,215,2,2
873,Truck5193,215,2,2
874,Truck5194,215,2,2
875,Truck5195,215,2,2
876,Truck5196,215,2,2
877,Truck5197,215,2,2
878,Truck5198,215,2,2
879,Truck5199,215,2,2
880,Truck5200,215,2,2
881,Truck5201,215,2,2
882,Truck5202,215,2,2
883,Truck5203,215,2,2
884,Truck5204,215,2,2
885,Truck5205,215,2,2
886,Truck5206,215,2,2
887,Truck5207,215,2,2
888,Truck5208,215,2,2
889,Truck5209,215,2,2
890,Truck5210,215,2,2
891,Truck5211,215,2,2
892,Truck5212,215,2,2
893,Truck5213,215,2,2
894,Truck5214,215,2,2
895,Truck5215,215,2,2
896,Truck5216,215,2,2
897,Truck5217,215,2,2
898,Truck5218,215,2,2
899,Truck5219,215,2,2
900,Truck5220,215,2,2
901,Truck5221,215,2,2
902,Truck5222,215,2,2
903,Truck5223,215,2,2
904,Truck5224,215,2,2
905,Truck5225,215,2,2
906,Truck5226,215,2,2
907,Truck5227,215,2,2
908,Truck5228,215,2,2
909,Truck5229,215,2,2
910,Truck5230,215,2,2
911,Truck5231,215,2,2
912,Truck5232,215,2,2
913,Truck5233,215,2,2
914,Truck5234,215,2,2
915,Truck5235,215,2,2
916,Truck5236,215,2,2
917,Truck5237,215,2,2
918,Truck5238,215,2,2
919,Truck5239,215,2,2
920,Truck5240,215,2,2
921,Truck5241,215,2,2
922,Truck5242,215,2,2
923,Truck5243,215,2,2
924,Truck5244,215,2,2
925,Truck5245,215,2,2
926,Truck5246,215,2,2
927,Truck5247,215,2,2
928,Truck5248,215,2,2
929,Truck5249,215,2,2
930,Truck5250,215,2,2
931,Truck5251,215,2,2
932,Truck5252,215,2,2
933,Truck5253,215,2,2
934,Truck5254,215,2,2
935,Truck5255,215,2,2
936,Truck5256,215,2,2
937,Truck5257,215,2,2
938,Truck5258,215,2,2
939,Truck5259,215,2,2
940,Truck5260,215,2,2
941,Truck5261,215,2,2
942,Truck5262,215,2,2
943,Truck5263,215,2,2
944,Truck5264,215,2,2
945,Truck5265,215,2,2
946,Truck5266,215,2,2
947,Truck5267,215,2,2
948,Truck5268,215,2,2
949,Truck5269,215,2,2
950,Truck5270,215,2,2
951,Truck5271,215,2,2
952,Truck5272,215,2,2
953,Truck5273,215,2,2
954,Truck5274,215,2,2
955,Truck5275,215,2,2
956,Truck5276,215,2,2
957,Truck5277,215,2,2
958,Truck5278,215,2,2
959,Truck5279,215,2,2
960,Truck5280,215,2,2
961,Truck5281,215,2,2
962,Truck5282,215,2,2
963,Truck5283,215,2,2
964,Truck5284,215,2,2
965,Truck5285,215,2,2
966,Truck5286,215,2,2
967,Truck5287,215,2,2
968,Truck5288,215,2,2
969,Truck5289,215,2,2
970,Truck5290,215,2,2
971,Truck5291,215,2,2
972,Truck5292,215,2,2
973,Truck5293,215,2,2
974,Truck5294,215,2,2
975,Truck5295,215,2,2
976,Truck5296,215,2,2
977,Truck5297,215,2,2
978,Truck5298,215,2,2
979,Truck5299,215,2,2
980,Truck5300,215,2,2
981,Truck5301,215,2,2
982,Truck5302,215,2,2
983,Truck5303,215,2,2
984,Truck5304,215,2,2
985,Truck5305,215,2,2
986,Truck5306,215,2,2
987,Truck5307,215,2,2
988,Truck5308,215,2,2
989,Truck5309,215,2,2
990,Truck5310,215,2,2
991,Truck5311,215,2,2
992,Truck5312,215,2,2
993,Truck5313,215,2,2
994,Truck5314,215,2,2
995,Truck5315,215,2,2
996,Truck5316,215,2,2
997,Truck5317,215,2,2
998,Truck5318,215,2,2
999,Truck5319,215,2,2
1000,Truck5320,215,2,2
1001,Truck5321,215,2,2
1002,Truck5322,215,2,2
1003,Truck5323,215,2,2
1004,Truck5324,215,2,2
1005,Truck5325,215,2,2
1006,Truck5326,215,2,2
1007,Truck5327,215,2,2
1008,Truck5328,215,2,2
1009,Truck5329,215,2,2
1010,Truck5330,215,2,2
1011,Truck5331,215,2,2
1012,Truck5332,215,2,2
1013,Truck5333,215,2,2
1014,Truck5334,215,2,2
1015,Truck5335,215,2,2
1016,Truck5336,215,2,2
1017,Truck5337,215,2,2
1018,Truck5338,215,2,2
1019,Truck5339,215,2,2
1020,Truck5340,215,2,2
1021,Truck5341,215,2,2
1022,Truck5342,215,2,2
1023,Truck5343,215,2,2
1024,Truck5344,215,2,2
1025,Truck5345,215,2,2
1026,Truck5346,215,2,2
1027,Truck5347,215,2,2
1028,Truck5348,215,2,2
1029,Truck5349,215,2,2
1030,Truck5350,215,2,2
1031,Truck5351,215,2,2
1032,Truck5352,215,2,2
1033,Truck5353,215,2,2
1034,Truck5354,215,2,2
1035,Truck5355,215,2,2
1036,Truck5356,215,2,2
1037,Truck5357,215,2,2
1038,Truck5358,215,2,2
1039,Truck5359,215,2,2
1040,Truck5360,215,2,2
1041,Truck5361,215,2,2
1042,Truck5362,215,2,2
1043,Truck5363,215,2,2
1044,Truck5364,215,2,2
1045,Truck5365,215,2,2
1046,Truck5366,215,2,2
1047,Truck5367,215,2,2
1048,Truck5368,215,2,2
1049,Truck5369,215,2,2
1050,Truck5370,215,2,2
1051,Truck5371,215,2,2
1052,Truck5372,215,2,2
1053,Truck5373,215,2,2
1054,Truck5374,215,2,2
1055,Truck5375,215,2,2
1056,Truck5376,215,2,2
1057,Truck5377,215,2,2
1058,Truck5378,215,2,2
1059,Truck5379,215,2,2
1060,Truck5380,215,2,2
1061,Truck5381,215,2,2
1062,Truck5382,215,2,2
1063,Truck5383,215,2,2
1064,Truck5384,215,2,2
1065,Truck5385,215,2,2
1066,Truck5386,215,2,2
1067,Truck5387,215,2,2
1068,Truck5388,215,2,2
1069,Truck5389,215,2,2
1070,Truck5390,215,2,2
1071,Truck5391,215,2,2
1072,Truck5392,215,2,2
1073,Truck5393,215,2,2
1074,Truck5394,215,2,2
1075,Truck5395,215,2,2
1076,Truck5396,215,2,2
1077,Truck5397,215,2,2
1078,Truck5398,215,2,2
1079,Truck5399,215,2,2
1080,Truck5400,215,2,2
1081,Truck5401,215,2,2
1082,Truck5402,215,2,2
1083,Truck5403,215,2,2
1084,Truck5404,215,2,2
1085,Truck5405,215,2,2
1086,Truck5406,215,2,2
1087,Truck5407,215,2,2
1088,Truck5408,215,2,2
1089,Truck5409,215,2,2
1090,Truck5410,215,2,2
1091,Truck5411,215,2,2
1092,Truck5412,215,2,2
1093,Truck5413,215,2,2
1094,Truck5414,215,2,2
1095,Truck5415,215,2,2
1096,Truck5416,215,2,2
1097,Truck5417,215,2,2
1098,Truck5418,215,2,2
1099,Truck5419,215,2,2
1100,Truck5420,215,2,2
1101,Truck5421,215,2,2
1102,Truck5422,215,2,2
1103,Truck5423,215,2,2
1104,Truck5424,215,2,2
1105,Truck5425,215,2,2
1106,Truck5426,215,2,2
1107,Truck5427,215,2,2
1108,Truck5428,215,2,2
1109,Truck5429,215,2,2
1110,Truck5430,215,2,2
1111,Truck5431,215,2,2
1112,Truck5432,215,2,2
1113,Truck5433,215,2,2
1114,Truck5434,215,2,2
1115,Truck5435,215,2,2
1116,Truck5436,215,2,2
1117,Truck5437,215,2,2
1118,Truck5438,215,2,2
1119,Truck5439,215,2,2
1120,Truck5440,215,2,2
1121,Truck5441,215,2,2
1122,Truck5442,215,2,2
1123,Truck5443,215,2,2
1124,Truck5444,215,2,2
1125,Truck5445,215,2,2
1126,Truck5446,215,2,2
1127,Truck5447,215,2,2
1128,Truck5448,215,2,2
1129,Truck5449,215,2,2
1130,Truck5450,215,2,2
1131,Truck5451,215,2,2
1132,Truck5452,215,2,2
1133,Truck5453,215,2,2
1134,Truck5454,215,2,2
1135,Truck5455,215,2,2
1136,Truck5456,215,2,2
1137,Truck5457,215,2,2
1138,Truck5458,215,2,2
1139,Truck5459,215,2,2
1140,Truck5460,215,2,2
1141,Truck5461,215,2,2
1142,Truck5462,215,2,2
1143,Truck5463,215,2,2
1144,Truck5464,215,2,2
1145,Truck5465,215,2,2
1146,Truck5466,215,2,2
1147,Truck5467,215,2,2
1148,Truck5468,215,2,2
1149,Truck5469,215,2,2
1150,Truck5470,215,2,2
1151,Truck5471,215,2,2
1152,Truck5472,215,2,2
1153,Truck5473,215,2,2
1154,Truck5474,215,2,2
1155,Truck5475,215,2,2
1156,Truck5476,215,2,2
1157,Truck5477,215,2,2
1158,Truck5478,215,2,2
1159,Truck5479,215,2,2
1160,Truck5480,215,2,2
1161,Truck5481,215,2,2
1162,Truck5482,215,2,2
1163,Truck5483,215,2,2
1164,Truck5484,215,2,2
1165,Truck5485,215,2,2
1166,Truck5486,215,2,2
1167,Truck5487,215,2,2
1168,Truck5488,215,2,2
1169,Truck5489,215,2,2
1170,Truck5490,215,2,2
1171,Truck5491,215,2,2
1172,Truck5492,215,2,2
1173,Truck5493,215,2,2
1174,Truck5494,215,2,2
1175,Truck5495,215,2,2
1176,Truck5496,215,2,2
1177,Truck5497,215,2,2
1178,Truck5498,215,2,2
1179,Truck5499,215,2,2
1180,Truck5500,215,2,2
1181,Truck5501,215,2,2
1182,Truck5502,215,2,2
1183,Truck5503,215,2,2
1184,Truck5504,215,2,2
1185,Truck5505,215,2,2
1186,Truck5506,215,2,2
1187,Truck5507,215,2,2
1188,Truck5508,215,2,2
1189,Truck5509,215,2,2
1190,Truck5510,215,2,2
1191,Truck5511,215,2,2
1192,Truck5512,215,2,2
1193,Truck5513,215,2,2
1194,Truck5514,215,2,2
1195,Truck5515,215,2,2
1196,Truck5516,215,2,2
1197,Truck5517,215,2,2
1198,Truck5518,215,2,2
1199,Truck5519,215,2,2
1200,Truck5520,215,2,2
1201,Truck5521,215,2,2
1202,Truck5522,215,2,2
1203,Truck5523,215,2,2
1204,Truck5524,215,2,2
1205,Truck5525,215,2,2
1206,Truck5526,215,2,2
1207,Truck5527,215,2,2
1208,Truck5528,215,2,2
1209,Truck5529,215,2,2
1210,Truck5530,215,2,2
1211,Truck5531,215,2,2
1212,Truck5532,215,2,2
1213,Truck5533,215,2,2
1214,Truck5534,215,2,2
1215,Truck5535,215,2,2
1216,Truck5536,215,2,2
1217,Truck5537,215,2,2
1218,Truck5538,215,2,2
1219,Truck5539,215,2,2
1220,Truck5540,215,2,2
1221,Truck5541,215,2,2
1222,Truck5542,215,2,2
1223,Truck5543,215,2,2
1224,Truck5544,215,2,2
1225,Truck5545,215,2,2
1226,Truck5546,215,2,2
1227,Truck5547,215,2,2
1228,Truck5548,215,2,2
1229,Truck5549,215,2,2
1230,Truck5550,215,2,2
1231,Truck5551,215,2,2
1232,Truck5552,215,2,2
1233,Truck5553,215,2,2
1234,Truck5554,215,2,2
1235,Truck5555,215,2,2
1236,Truck5556,215,2,2
1237,Truck5557,215,2,2
1238,Truck5558,215,2,2
1239,Truck5559,215,2,2
1240,Truck5560,215,2,2
1241,Truck5561,215,2,2
1242,Truck5562,215,2,2
1243,Truck5563,215,2,2
1244,Truck5564,215,2,2
1245,Truck5565,215,2,2
1246,Truck5566,215,2,2
1247,Truck5567,215,2,2
1248,Truck5568,215,2,2
1249,Truck5569,215,2,2
1250,Truck5570,215,2,2
1251,Truck5571,215,2,2
1252,Truck5572,215,2,2
1253,Truck5573,215,2,2
1254,Truck5574,215,2,2
1255,Truck5575,215,2,2
1256,Truck5576,215,2,2
1257,Truck5577,215,2,2
1258,Truck5578,215,2,2
1259,Truck5579,215,2,2
1260,Truck5580,215,2,2
1261,Truck5581,215,2,2
1262,Truck5582,215,2,2
1263,Truck5583,215,2,2
1264,Truck5584,215,2,2
1265,Truck5585,215,2,2
1266,Truck5586,215,2,2
1267,Truck5587,215,2,2
1268,Truck5588,215,2,2
1269,Truck5589,215,2,2
1270,Truck5590,215,2,2
1271,Truck5591,215,2,2
1272,Truck5592,215,2,2
1273,Truck5593,215,2,2
1274,Truck5594,215,2,2
1275,Truck5595,215,2,2
1276,Truck5596,215,2,2
1277,Truck5597,215,2,2
1278,Truck5598,215,2,2
1279,Truck5599,215,2,2
1280,Truck5600,215,2,2
1281,Truck5601,215,2,2
1282,Truck5602,215,2,2
1283,Truck5603,215,2,2
1284,Truck5604,215,2,2
1285,Truck5605,215,2,2
1286,Truck5606,215,2,2
1287,Truck5607,215,2,2
1288,Truck5608,215,2,2
1289,Truck5609,215,2,2
1290,Truck5610,215,2,2
1291,Truck5611,215,2,2
1292,Truck5612,215,2,2
1293,Truck5613,215,2,2
1294,Truck5614,215,2,2
1295,Truck5615,215,2,2
1296,Truck5616,215,2,2
1297,Truck5617,215,2,2
1298,Truck5618,215,2,2
1299,Truck5619,215,2,2
1300,Truck5620,215,2,2
1301,Truck5621,215,2,2
1302,Truck5622,215,2,2
1303,Truck5623,215,2,2
1304,Truck5624,215,2,2
1305,Truck5625,215,2,2
1306,Truck5626,215,2,2
1307,Truck5627,215,2,2
1308,Truck5628,215,2,2
1309,Truck5629,215,2,2
1310,Truck5630,215,2,2
1311,Truck5631,215,2,2
1312,Truck5632,215,2,2
1313,Truck5633,215,2,2
1314,Truck5634,215,2,2
1315,Truck5635,215,2,2
1316,Truck5636,215,2,2
1317,Truck5637,215,2,2
1318,Truck5638,215,2,2
1319,Truck5639,215,2,2
1320,Truck5640,215,2,2
1321,Truck5641,215,2,2
1322,Truck5642,215,2,2
1323,Truck5643,215,2,2
1324,Truck5644,215,2,2
1325,Truck5645,215,2,2
1326,Truck5646,215,2,2
1327,Truck5647,215,2,2
1328,Truck5648,215,2,2
1329,Truck5649,215,2,2
1330,Truck5650,215,2,2
1331,Truck5651,215,2,2
1332,Truck5652,215,2,2
1333,Truck5653,215,2,2
1334,Truck5654,215,2,2
1335,Truck5655,215,2,2
1336,Truck5656,215,2,2
1337,Truck5657,215,2,2
1338,Truck5658,215,2,2
1339,Truck5659,215,2,2
1340,Truck5660,215,2,2
1341,Truck5661,215,2,2
1342,Truck5662,215,2,2
1343,Truck5663,215,2,2
1344,Truck5664,215,2,2
1345,Truck5665,215,2,2
1346,Truck5666,215,2,2
1347,Truck5667,215,2,2
1348,Truck5668,215,2,2
1349,Truck5669,215,2,2
1350,Truck5670,215,2,2
1351,Truck5671,215,2,2
1352,Truck5672,215,2,2
1353,Truck5673,215,2,2
1354,Truck5674,215,2,2
1355,Truck5675,215,2,2
1356,Truck5676,215,2,2
1357,Truck5677,215,2,2
1358,Truck5678,215,2,2
1359,Truck5679,215,2,2
1360,Truck5680,215,2,2
1361,Truck5681,215,2,2
1362,Truck5682,215,2,2
1363,Truck5683,215,2,2
1364,Truck5684,215,2,2
1365,Truck5685,215,2,2
1366,Truck5686,215,2,2
1367,Truck5687,215,2,2
1368,Truck5688,215,2,2
1369,Truck5689,215,2,2
1370,Truck5690,215,2,2
1371,Truck5691,215,2,2
1372,Truck5692,215,2,2
1373,Truck5693,215,2,2
1374,Truck5694,215,2,2
1375,Truck5695,215,2,2
1376,Truck5696,215,2,2
1377,Truck5697,215,2,2
1378,Truck5698,215,2,2
1379,Truck5699,215,2,2
1380,Truck5700,215,2,2
1381,Truck5701,215,2,2
1382,Truck5702,215,2,2
1383,Truck5703,215,2,2
1384,Truck5704,215,2,2
1385,Truck5705,215,2,2
1386,Truck5706,215,2,2
1387,Truck5707,215,2,2
1388,Truck5708,215,2,2
1389,Truck5709,215,2,2
1390,Truck5710,215,2,2
1391,Truck5711,215,2,2
1392,Truck5712,215,2,2
1393,Truck5713,215,2,2
1394,Truck5714,215,2,2
1395,Truck5715,215,2,2
1396,Truck5716,215,2,2
